"","Product_Code","Warehouse","Product_Category","Date","Order_Demand"
"197","Product_1352","Whse_C","Category_019","2015/5/6",3000
"198","Product_1378","Whse_J","Category_019","2014/11/20",20000
"199","Product_1262","Whse_J","Category_019","2015/9/7",100
"200","Product_1006","Whse_A","Category_006","2014/8/14",1000
"201","Product_1521","Whse_J","Category_019","2014/9/30",5000
"202","Product_1377","Whse_J","Category_019","2014/10/9",3000
"203","Product_1451","Whse_J","Category_019","2014/6/25",1000
"204","Product_0409","Whse_J","Category_019","2012/9/5",40
"205","Product_1798","Whse_J","Category_005","2012/2/9",20
"206","Product_1209","Whse_J","Category_019","2015/2/5",400
"207","Product_1461","Whse_A","Category_019","2013/12/10",300
"208","Product_1273","Whse_S","Category_019","2015/6/3",1000
"209","Product_2055","Whse_A","Category_021","2013/10/31",19
"210","Product_0020","Whse_J","Category_005","2015/7/2",100
"211","Product_1906","Whse_J","Category_019","2014/5/20",1000
"212","Product_1583","Whse_J","Category_005","2015/2/24",200
"213","Product_0664","Whse_C","Category_011","2012/8/20",3
"214","Product_1456","Whse_J","Category_019","2012/3/13",5000
"215","Product_0606","Whse_J","Category_001","2016/12/2",75
"216","Product_1270","Whse_C","Category_019","2016/1/26",1000
"217","Product_1367","Whse_J","Category_019","2014/2/27",500
"218","Product_0654","Whse_J","Category_011","2012/9/18",10
"219","Product_1729","Whse_J","Category_005","2012/8/20",900
"220","Product_1991","Whse_J","Category_005","2014/3/13",200
"221","Product_1419","Whse_A","Category_019","2015/5/21",3100
"222","Product_1359","Whse_J","Category_019","2014/2/19",1000
"223","Product_2127","Whse_S","Category_009","2015/6/16",18
"224","Product_0563","Whse_S","Category_030","2014/5/13",6000
"225","Product_1490","Whse_J","Category_019","2013/5/16",1000
"226","Product_1262","Whse_J","Category_019","2013/11/18",1000
"227","Product_1403","Whse_J","Category_019","2016/10/24",5000
"228","Product_1416","Whse_A","Category_019","2015/8/17",1000
"229","Product_1424","Whse_A","Category_019",NA,NA
"230","Product_0723","Whse_J","Category_001","2015/6/10",25
"231","Product_2165","Whse_S","Category_024","2014/6/10",14
"232","Product_0982","Whse_A","Category_028","2014/10/21",50
"233","Product_1248","Whse_J","Category_019","2012/11/29",2000
"234","Product_0779","Whse_J","Category_001","2012/6/6",10
"235","Product_1269","Whse_S","Category_019","2016/2/4",3000
"236","Product_1461","Whse_A","Category_019","2013/1/11",250
"237","Product_1796","Whse_J","Category_005","2013/5/20",200
"238","Product_1013","Whse_J","Category_005","2016/10/26",2500
"239","Product_1884","Whse_J","Category_007","2013/9/30",100
"240","Product_0409","Whse_J","Category_019","2014/12/12",5
"241","Product_1359","Whse_J","Category_019","2016/1/25",10000
"242","Product_2000","Whse_J","Category_005","2013/11/1",300
"243","Product_2037","Whse_J","Category_011","2013/1/9",5
"244","Product_0365","Whse_A","Category_007","2013/6/6",2
"245","Product_1387","Whse_J","Category_019","2014/2/17",400
"246","Product_0202","Whse_A","Category_007","2016/2/16",100
"247","Product_0194","Whse_C","Category_007","2013/6/24",500
"248","Product_1016","Whse_J","Category_007","2016/6/30",500
"249","Product_2004","Whse_J","Category_005","2016/11/24",1000
"250","Product_0643","Whse_S","Category_028","2014/2/10",7
"251","Product_1378","Whse_J","Category_019","2012/11/20",100
"252","Product_0080","Whse_J","Category_019","2014/1/24",500
"253","Product_0911","Whse_S","Category_023","2012/12/9",200
"254","Product_0287","Whse_A","Category_021","2013/8/2",290
"255","Product_1303","Whse_J","Category_019","2013/5/20",1000
"256","Product_1540","Whse_J","Category_019","2013/1/23",1000
"257","Product_1410","Whse_A","Category_019","2015/5/14",0
"258","Product_0976","Whse_J","Category_028","2014/6/17",500
"259","Product_1420","Whse_A","Category_019",NA,NA
"260","Product_0367","Whse_J","Category_019","2013/1/24",500
"261","Product_0613","Whse_J","Category_001","2014/4/23",1
"262","Product_1278","Whse_C","Category_019","2016/11/30",20000
"263","Product_1969","Whse_J","Category_005","2015/9/25",400
"264","Product_1458","Whse_J","Category_019","2012/9/18",5000
"265","Product_0482","Whse_J","Category_015","2015/9/25",3
"266","Product_1135","Whse_C","Category_005","2016/12/5",3000
"267","Product_0200","Whse_A","Category_007","2016/6/8",500
"268","Product_1295","Whse_J","Category_019","2012/12/18",4000
"269","Product_1216","Whse_J","Category_019","2014/1/29",2000
"270","Product_1312","Whse_J","Category_019","2013/2/19",100
"271","Product_2166","Whse_C","Category_024","2015/7/6",5
"272","Product_1101","Whse_S","Category_032","2015/3/16",30000
"273","Product_1481","Whse_A","Category_019","2016/6/23",3000
"274","Product_0614","Whse_J","Category_001","2014/3/12",1
"275","Product_1378","Whse_J","Category_019","2013/11/28",10000
"276","Product_0383","Whse_J","Category_030","2016/2/22",300
"277","Product_1017","Whse_J","Category_007","2012/2/15",50
"278","Product_0620","Whse_J","Category_001","2015/3/6",1
"279","Product_1246","Whse_J","Category_019","2014/11/13",1000
"280","Product_1392","Whse_J","Category_019","2012/1/25",500
"281","Product_2132","Whse_A","Category_009","2016/11/25",20
"282","Product_1404","Whse_J","Category_019","2016/2/16",2000
"283","Product_1359","Whse_J","Category_019","2013/7/12",100000
"284","Product_1376","Whse_J","Category_019","2014/9/8",2000
"285","Product_0723","Whse_J","Category_001","2015/1/27",25
"286","Product_1316","Whse_J","Category_019","2012/4/13",4500
"287","Product_1359","Whse_J","Category_019","2015/11/26",2000
"288","Product_1350","Whse_J","Category_019","2013/9/5",1000
"289","Product_0942","Whse_J","Category_005","2013/5/15",200
"290","Product_0214","Whse_J","Category_007","2016/7/21",5000
"291","Product_0431","Whse_J","Category_011","2015/8/17",300
"292","Product_1513","Whse_A","Category_019","2014/3/7",3000
"293","Product_1889","Whse_J","Category_007","2014/6/9",NA
"294","Product_0211","Whse_A","Category_007","2013/1/3",50
"295","Product_1295","Whse_J","Category_019","2013/2/7",30000
"296","Product_1359","Whse_J","Category_019","2012/9/18",8000
"297","Product_0988","Whse_J","Category_028","2015/7/17",150
"298","Product_0165","Whse_J","Category_021","2014/9/2",6
"299","Product_1294","Whse_J","Category_019","2012/1/17",5000
"300","Product_1765","Whse_J","Category_005","2016/6/2",500
"301","Product_1290","Whse_J","Category_019","2014/9/4",10000
"302","Product_1378","Whse_J","Category_019","2012/6/29",5000
"303","Product_0792","Whse_J","Category_001","2012/8/10",15
"304","Product_1678","Whse_J","Category_021","2013/7/25",8
"305","Product_1341","Whse_S","Category_019","2014/12/9",50000
"306","Product_0183","Whse_J","Category_007","2014/1/24",2
"307","Product_1281","Whse_S","Category_019","2014/7/1",3000
"308","Product_1724","Whse_A","Category_003","2012/4/13",27
"309","Product_1031","Whse_J","Category_028","2013/2/13",100
"310","Product_1273","Whse_J","Category_019","2014/1/30",1000
"311","Product_1393","Whse_S","Category_019","2014/7/1",175000
"312","Product_1016","Whse_J","Category_007","2012/7/24",1000
"313","Product_0903","Whse_J","Category_023","2014/8/15",50
"314","Product_0202","Whse_S","Category_007","2012/9/12",1000
"315","Product_1453","Whse_J","Category_019","2012/4/10",100
"316","Product_0325","Whse_A","Category_021","2014/5/22",10
"317","Product_1470","Whse_J","Category_019","2014/12/16",800
"318","Product_1452","Whse_J","Category_019","2012/1/5",300
"319","Product_0034","Whse_J","Category_005","2014/2/21",300
"320","Product_0286","Whse_J","Category_021","2015/9/16",10
"321","Product_0016","Whse_J","Category_005","2015/7/7",500
"322","Product_0099","Whse_J","Category_019","2014/5/16",10000
"323","Product_1653","Whse_J","Category_019","2013/12/20",500
"324","Product_1348","Whse_C","Category_019","2016/5/23",10000
"325","Product_1392","Whse_J","Category_019","2016/2/24",1000
"326","Product_1520","Whse_J","Category_019","2014/6/26",3000
"327","Product_0950","Whse_J","Category_006","2012/5/21",500
"328","Product_0497","Whse_J","Category_015","2014/5/20",2
"329","Product_1753","Whse_J","Category_001","2012/7/5",1
"330","Product_0183","Whse_J","Category_007","2015/9/9",116
"331","Product_1239","Whse_J","Category_019","2013/5/23",300
"332","Product_0936","Whse_J","Category_006","2012/9/28",50000
"333","Product_0627","Whse_J","Category_001","2014/7/25",1
"334","Product_2167","Whse_A","Category_024","2016/2/24",15
"335","Product_1119","Whse_J","Category_007","2013/6/26",2
"336","Product_1543","Whse_J","Category_019","2015/4/14",3000
"337","Product_0620","Whse_J","Category_001","2013/6/6",5
"338","Product_0255","Whse_J","Category_007","2014/8/8",60
"339","Product_1496","Whse_A","Category_019","2013/3/28",400
"340","Product_1250","Whse_J","Category_019","2015/4/7",5000
"341","Product_1729","Whse_J","Category_005","2015/5/7",200
"342","Product_1157","Whse_J","Category_006","2014/11/17",40000
"343","Product_0178","Whse_J","Category_007","2012/12/11",500
"344","Product_0495","Whse_S","Category_015","2014/3/26",40
"345","Product_1209","Whse_J","Category_019","2013/11/15",100
"346","Product_0672","Whse_S","Category_011","2013/6/26",4
"347","Product_1234","Whse_S","Category_019","2015/8/20",16000
"348","Product_2006","Whse_J","Category_005","2015/12/8",600
"349","Product_2038","Whse_J","Category_011","2012/11/19",1
"350","Product_1270","Whse_J","Category_019","2014/3/31",1000
"351","Product_1234","Whse_J","Category_019","2013/1/9",5000
"352","Product_1440","Whse_J","Category_019","2015/8/7",2000
"353","Product_0906","Whse_S","Category_023","2014/5/13",550
"354","Product_0748","Whse_J","Category_001","2015/10/6",6
"355","Product_0261","Whse_S","Category_001","2012/5/25",2
"356","Product_1284","Whse_A","Category_019","2012/7/10",0
"357","Product_1383","Whse_J","Category_019","2014/3/3",200
"358","Product_1807","Whse_J","Category_024","2014/4/23",1
"359","Product_1546","Whse_J","Category_019","2016/3/24",1000
"360","Product_1360","Whse_J","Category_019","2013/3/8",1000
"361","Product_0530","Whse_S","Category_022","2011/12/27",NA
"362","Product_1543","Whse_J","Category_019","2016/1/19",2000
"363","Product_1217","Whse_J","Category_019","2012/6/6",NA
"364","Product_1658","Whse_J","Category_026","2014/1/8",36
"365","Product_0351","Whse_J","Category_021","2013/6/3",2
"366","Product_1344","Whse_J","Category_019","2015/7/21",1000
"367","Product_0979","Whse_J","Category_028","2016/1/8",400
"368","Product_1241","Whse_C","Category_019","2016/9/21",2000
"369","Product_0723","Whse_J","Category_001","2012/8/31",50
"370","Product_1948","Whse_J","Category_001","2015/2/18",1
"371","Product_1341","Whse_S","Category_019","2012/8/24",2000
"372","Product_1680","Whse_J","Category_021","2013/6/12",2
"373","Product_0548","Whse_J","Category_013","2014/5/9",16
"374","Product_1209","Whse_J","Category_019","2013/6/24",1000
"375","Product_0407","Whse_J","Category_019","2012/6/4",500
"376","Product_0033","Whse_S","Category_005","2013/5/29",20000
"377","Product_1416","Whse_J","Category_019","2016/9/13",100
"378","Product_1255","Whse_J","Category_019","2012/5/11",200
"379","Product_0200","Whse_A","Category_007","2015/6/2",250
"380","Product_1250","Whse_J","Category_019","2015/2/12",8000
"381","Product_0448","Whse_J","Category_015","2013/10/21",4
"382","Product_0122","Whse_A","Category_021","2016/5/18",50
"383","Product_1593","Whse_C","Category_030","2013/12/12",1000
"384","Product_1355","Whse_J","Category_019","2016/5/17",2000
"385","Product_0395","Whse_A","Category_007","2016/2/9",1
"386","Product_1453","Whse_J","Category_019","2013/1/23",20000
"387","Product_0767","Whse_J","Category_001","2012/1/26",250
"388","Product_1422","Whse_A","Category_019","2012/5/8",0
"389","Product_1570","Whse_S","Category_019","2015/11/3",1000
"390","Product_1248","Whse_J","Category_019","2016/3/25",5000
"391","Product_0454","Whse_J","Category_015","2016/11/1",2
"392","Product_1770","Whse_J","Category_001","2016/3/15",1
"393","Product_1274","Whse_J","Category_019","2015/4/23",1000
"394","Product_1195","Whse_J","Category_019","2013/1/11",25000
"395","Product_1372","Whse_J","Category_019","2016/2/4",300
"396","Product_1193","Whse_J","Category_019","2013/9/2",100
"397","Product_2011","Whse_J","Category_005","2016/6/6",200
"398","Product_1150","Whse_J","Category_006","2016/9/20",5000
"399","Product_1502","Whse_C","Category_019","2016/3/23",10000
"400","Product_0967","Whse_A","Category_006","2012/8/23",20
"401","Product_1095","Whse_A","Category_024","2014/9/12",3
"402","Product_1241","Whse_J","Category_019","2014/5/30",10000
"403","Product_1470","Whse_J","Category_019","2015/10/13",300
"404","Product_0202","Whse_S","Category_007","2014/1/15",128
"405","Product_0774","Whse_J","Category_001","2015/11/24",50
"406","Product_2166","Whse_S","Category_024","2016/8/31",15
"407","Product_1294","Whse_J","Category_019","2012/12/27",2000
"408","Product_1368","Whse_A","Category_019","2014/4/8",1600
"409","Product_1430","Whse_J","Category_019","2012/10/9",1100
"410","Product_1618","Whse_S","Category_024","2013/2/25",13
"411","Product_1510","Whse_S","Category_019","2013/12/3",1000
"412","Product_2165","Whse_A","Category_024","2015/2/11",1
"413","Product_2027","Whse_J","Category_005","2012/11/2",200
"414","Product_1274","Whse_J","Category_019","2015/6/8",3000
"415","Product_1248","Whse_J","Category_019","2015/7/1",250000
"416","Product_0933","Whse_J","Category_006","2012/1/24",100000
"417","Product_0929","Whse_J","Category_006","2013/8/19",2000
"418","Product_0301","Whse_A","Category_015","2016/7/18",5
"419","Product_1719","Whse_J","Category_003","2012/10/11",1
"420","Product_0830","Whse_J","Category_019","2015/2/25",500
"421","Product_1950","Whse_J","Category_001","2012/10/4",NA
"422","Product_0463","Whse_J","Category_015","2015/6/18",24
"423","Product_1378","Whse_J","Category_019","2014/12/22",500
"424","Product_0250","Whse_S","Category_007","2013/6/12",214
"425","Product_1401","Whse_J","Category_019","2014/7/1",500
"426","Product_1970","Whse_J","Category_005","2015/10/6",5000
"427","Product_1387","Whse_J","Category_019","2013/5/24",100
"428","Product_1359","Whse_J","Category_019","2015/4/8",75000
"429","Product_0468","Whse_J","Category_005","2013/11/22",100
"430","Product_0267","Whse_J","Category_001","2012/7/9",6
"431","Product_1886","Whse_A","Category_007","2016/12/9",100
"432","Product_1382","Whse_J","Category_019","2015/12/16",5000
"433","Product_0067","Whse_J","Category_019","2016/9/30",1000
"434","Product_0117","Whse_J","Category_032","2015/6/10",6
"435","Product_1451","Whse_J","Category_019","2015/2/23",5000
"436","Product_0669","Whse_J","Category_011","2014/3/31",1
"437","Product_0830","Whse_J","Category_019","2014/1/17",100
"438","Product_0034","Whse_J","Category_005","2015/7/1",100
"439","Product_1017","Whse_J","Category_007","2014/9/24",150
"440","Product_1458","Whse_J","Category_019","2015/12/21",300
"441","Product_1224","Whse_S","Category_019","2012/9/25",2000
"442","Product_0671","Whse_J","Category_011","2012/10/29",5
"443","Product_1241","Whse_J","Category_019","2015/1/21",30000
"444","Product_2057","Whse_A","Category_021","2013/3/12",8
"445","Product_2167","Whse_C","Category_024","2016/10/10",132
"446","Product_1359","Whse_J","Category_019","2016/7/19",100000
"447","Product_0042","Whse_J","Category_011","2016/7/11",100
"448","Product_1368","Whse_A","Category_019",NA,800
"449","Product_1262","Whse_J","Category_019","2013/1/30",500
"450","Product_1886","Whse_A","Category_007","2012/6/14",600
"451","Product_1248","Whse_J","Category_019","2013/3/12",1000
"452","Product_2144","Whse_S","Category_009","2012/7/18",268
"453","Product_1383","Whse_J","Category_019","2016/3/18",200
"454","Product_1458","Whse_J","Category_019","2013/3/29",1600
"455","Product_1382","Whse_J","Category_019","2012/10/30",26000
"456","Product_1250","Whse_J","Category_019","2016/8/22",100
"457","Product_1030","Whse_J","Category_028","2016/10/3",100
"458","Product_0976","Whse_J","Category_028","2016/11/15",250
"459","Product_0219","Whse_S","Category_007","2014/7/14",800
"460","Product_1429","Whse_J","Category_019","2015/3/19",300
"461","Product_1241","Whse_J","Category_019","2014/10/1",2000
"462","Product_1409","Whse_A","Category_019","2015/9/4",2300
"463","Product_1151","Whse_J","Category_006","2016/2/12",40000
"464","Product_0743","Whse_J","Category_001","2015/1/29",25
"465","Product_0206","Whse_A","Category_007","2014/10/29",400
"466","Product_1929","Whse_J","Category_001","2014/3/4",5
"467","Product_0942","Whse_J","Category_005","2016/7/4",100
"468","Product_1248","Whse_J","Category_019","2015/12/15",100000
"469","Product_1792","Whse_A","Category_024","2014/8/22",3
"470","Product_1632","Whse_J","Category_019","2014/5/2",1000
"471","Product_0998","Whse_S","Category_028","2012/6/29",300
"472","Product_0677","Whse_J","Category_011","2014/8/22",60
"473","Product_0308","Whse_A","Category_024","2014/11/18",50
"474","Product_0410","Whse_J","Category_019","2013/3/4",5
